Country,Region,Residence,Ethnicity,SocDem,Version,Ref-ID,Year1,Year2,TypeLT,Sex,Age,AgeInt,m(x),q(x),l(x),d(x),L(x),T(x),e(x),e(x)Orig
MEX,0,0,0,0,1,225.1,1983,1985,1,2,20,1,0.00083,0.00083,93877,78,93838,5319392,56.66,56.74
MEX,0,0,0,0,1,225.1,1983,1985,1,2,21,1,0.00091,0.00091,93799,85,93756,5225554,55.71,55.79
MEX,0,0,0,0,1,225.1,1983,1985,1,2,22,1,0.00096,0.00096,93714,90,93669,5131798,54.76,54.84
MEX,0,0,0,0,1,225.1,1983,1985,1,2,23,1,0.00105,0.00105,93624,98,93575,5038129,53.81,53.89
MEX,0,0,0,0,1,225.1,1983,1985,1,2,24,1,0.00111,0.00111,93526,104,93474,4944554,52.87,52.94
MEX,0,0,0,0,1,225.1,1983,1985,1,2,25,1,0.00118,0.00118,93422,110,93367,4851080,51.93,52
MEX,0,0,0,0,1,225.1,1983,1985,1,2,26,1,0.00124,0.00124,93312,116,93254,4757713,50.99,51.06
MEX,0,0,0,0,1,225.1,1983,1985,1,2,27,1,0.00131,0.00131,93196,122,93135,4664459,50.05,50.13
MEX,0,0,0,0,1,225.1,1983,1985,1,2,28,1,0.00138,0.00138,93074,128,93010,4571324,49.11,49.19
MEX,0,0,0,0,1,225.1,1983,1985,1,2,29,1,0.00145,0.00145,92946,135,92878,4478314,48.18,48.26
MEX,0,0,0,0,1,225.1,1983,1985,1,2,30,1,0.00152,0.00152,92811,141,92740,4385435,47.25,47.33
MEX,0,0,0,0,1,225.1,1983,1985,1,2,31,1,0.00159,0.00159,92670,147,92596,4292695,46.32,46.4
MEX,0,0,0,0,1,225.1,1983,1985,1,2,32,1,0.00168,0.00168,92523,155,92446,4200098,45.4,45.47
MEX,0,0,0,0,1,225.1,1983,1985,1,2,33,1,0.00174,0.00174,92368,161,92288,4107653,44.47,44.55
MEX,0,0,0,0,1,225.1,1983,1985,1,2,34,1,0.00185,0.00184,92207,170,92122,4015365,43.55,43.63
MEX,0,0,0,0,1,225.1,1983,1985,1,2,35,1,0.00195,0.00194,92037,179,91948,3923243,42.63,42.7
MEX,0,0,0,0,1,225.1,1983,1985,1,2,36,1,0.00204,0.00204,91858,187,91764,3831296,41.71,41.79
MEX,0,0,0,0,1,225.1,1983,1985,1,2,37,1,0.00215,0.00215,91671,197,91572,3739531,40.79,40.87
MEX,0,0,0,0,1,225.1,1983,1985,1,2,38,1,0.00229,0.00228,91474,209,91370,3647959,39.88,39.96
MEX,0,0,0,0,1,225.1,1983,1985,1,2,39,1,0.00241,0.00241,91265,220,91155,3556589,38.97,39.05
MEX,0,0,0,0,1,225.1,1983,1985,1,2,40,1,0.00256,0.00256,91045,233,90928,3465434,38.06,38.14
MEX,0,0,0,0,1,225.1,1983,1985,1,2,41,1,0.00272,0.00272,90812,247,90688,3374506,37.16,37.24
MEX,0,0,0,0,1,225.1,1983,1985,1,2,42,1,0.0029,0.00289,90565,262,90434,3283817,36.26,36.34
MEX,0,0,0,0,1,225.1,1983,1985,1,2,43,1,0.00311,0.0031,90303,280,90163,3193383,35.36,35.44
MEX,0,0,0,0,1,225.1,1983,1985,1,2,44,1,0.00332,0.00331,90023,298,89874,3103220,34.47,34.55
MEX,0,0,0,0,1,225.1,1983,1985,1,2,45,1,0.00356,0.00356,89725,319,89566,3013346,33.58,33.66
MEX,0,0,0,0,1,225.1,1983,1985,1,2,46,1,0.00381,0.0038,89406,340,89236,2923781,32.7,32.78
MEX,0,0,0,0,1,225.1,1983,1985,1,2,47,1,0.00412,0.00411,89066,366,88883,2834545,31.83,31.91
MEX,0,0,0,0,1,225.1,1983,1985,1,2,48,1,0.00443,0.00442,88700,392,88504,2745662,30.95,31.04
MEX,0,0,0,0,1,225.1,1983,1985,1,2,49,1,0.00477,0.00476,88308,420,88098,2657158,30.09,30.17
MEX,0,0,0,0,1,225.1,1983,1985,1,2,50,1,0.00516,0.00514,87888,452,87662,2569060,29.23,29.31
MEX,0,0,0,0,1,225.1,1983,1985,1,2,51,1,0.00557,0.00556,87436,486,87193,2481398,28.38,28.46
MEX,0,0,0,0,1,225.1,1983,1985,1,2,52,1,0.00603,0.00601,86950,523,86688,2394205,27.54,27.62
MEX,0,0,0,0,1,225.1,1983,1985,1,2,53,1,0.00655,0.00653,86427,564,86145,2307516,26.7,26.78
MEX,0,0,0,0,1,225.1,1983,1985,1,2,54,1,0.00709,0.00707,85863,607,85560,2221371,25.87,25.95
MEX,0,0,0,0,1,225.1,1983,1985,1,2,55,1,0.00769,0.00766,85256,653,84930,2135812,25.05,25.14
MEX,0,0,0,0,1,225.1,1983,1985,1,2,56,1,0.00836,0.00832,84603,704,84251,2050882,24.24,24.33
MEX,0,0,0,0,1,225.1,1983,1985,1,2,57,1,0.00906,0.00902,83899,757,83520,1966631,23.44,23.53
MEX,0,0,0,0,1,225.1,1983,1985,1,2,58,1,0.00986,0.00981,83142,816,82734,1883111,22.65,22.74
MEX,0,0,0,0,1,225.1,1983,1985,1,2,59,1,0.01072,0.01066,82326,878,81887,1800377,21.87,21.96
MEX,0,0,0,0,1,225.1,1983,1985,1,2,60,1,0.01167,0.0116,81448,945,80976,1718490,21.1,21.19
MEX,0,0,0,0,1,225.1,1983,1985,1,2,61,1,0.01269,0.01261,80503,1015,79996,1637514,20.34,20.43
MEX,0,0,0,0,1,225.1,1983,1985,1,2,62,1,0.01382,0.01373,79488,1091,78942,1557519,19.59,19.68
MEX,0,0,0,0,1,225.1,1983,1985,1,2,63,1,0.01502,0.01491,78397,1169,77812,1478576,18.86,18.95
MEX,0,0,0,0,1,225.1,1983,1985,1,2,64,1,0.01638,0.01625,77228,1255,76600,1400764,18.14,18.23
MEX,0,0,0,0,1,225.1,1983,1985,1,2,65,1,0.01782,0.01766,75973,1342,75302,1324163,17.43,17.52
MEX,0,0,0,0,1,225.1,1983,1985,1,2,66,1,0.01941,0.01923,74631,1435,73914,1248861,16.73,16.83
MEX,0,0,0,0,1,225.1,1983,1985,1,2,67,1,0.02115,0.02093,73196,1532,72430,1174948,16.05,16.15
MEX,0,0,0,0,1,225.1,1983,1985,1,2,68,1,0.02302,0.02276,71664,1631,70848,1102518,15.38,15.48
MEX,0,0,0,0,1,225.1,1983,1985,1,2,69,1,0.02508,0.02477,70033,1735,69166,1031669,14.73,14.83
MEX,0,0,0,0,1,225.1,1983,1985,1,2,70,1,0.02732,0.02696,68298,1841,67378,962504,14.09,14.2
MEX,0,0,0,0,1,225.1,1983,1985,1,2,71,1,0.02975,0.02931,66457,1948,65483,895126,13.47,13.58
MEX,0,0,0,0,1,225.1,1983,1985,1,2,72,1,0.03242,0.0319,64509,2058,63480,829643,12.86,12.97
MEX,0,0,0,0,1,225.1,1983,1985,1,2,73,1,0.0353,0.03468,62451,2166,61368,766163,12.27,12.38
MEX,0,0,0,0,1,225.1,1983,1985,1,2,74,1,0.03845,0.03772,60285,2274,59148,704795,11.69,11.81
MEX,0,0,0,0,1,225.1,1983,1985,1,2,75,1,0.04187,0.04101,58011,2379,56822,645647,11.13,11.25
MEX,0,0,0,0,1,225.1,1983,1985,1,2,76,1,0.04559,0.04458,55632,2480,54392,588826,10.58,10.71
MEX,0,0,0,0,1,225.1,1983,1985,1,2,77,1,0.04963,0.04843,53152,2574,51865,534434,10.05,10.19
MEX,0,0,0,0,1,225.1,1983,1985,1,2,78,1,0.05401,0.05259,50578,2660,49248,482569,9.54,9.68
MEX,0,0,0,0,1,225.1,1983,1985,1,2,79,1,0.0588,0.05712,47918,2737,46550,433321,9.04,9.19
MEX,0,0,0,0,1,225.1,1983,1985,1,2,80,1,0.06398,0.062,45181,2801,43780,386771,8.56,8.72
MEX,0,0,0,0,1,225.1,1983,1985,1,2,81,1,0.06959,0.06725,42380,2850,40955,342991,8.09,8.26
MEX,0,0,0,0,1,225.1,1983,1985,1,2,82,1,0.07569,0.07293,39530,2883,38088,302036,7.64,7.82
MEX,0,0,0,0,1,225.1,1983,1985,1,2,83,1,0.0823,0.07905,36647,2897,35198,263947,7.2,7.4
MEX,0,0,0,0,1,225.1,1983,1985,1,2,84,1,0.08946,0.08563,33750,2890,32305,228749,6.78,6.99
MEX,0,0,0,0,1,225.1,1983,1985,1,2,85,1,0.09722,0.09271,30860,2861,29430,196444,6.37,6.6
MEX,0,0,0,0,1,225.1,1983,1985,1,2,86,1,0.10558,0.10029,27999,2808,26595,167014,5.97,6.22
MEX,0,0,0,0,1,225.1,1983,1985,1,2,87,1,0.11471,0.10849,25191,2733,23824,140419,5.57,5.86
MEX,0,0,0,0,1,225.1,1983,1985,1,2,88,1,0.12449,0.1172,22458,2632,21142,116595,5.19,5.51
MEX,0,0,0,0,1,225.1,1983,1985,1,2,89,1,0.13504,0.1265,19826,2508,18572,95453,4.81,5.18
MEX,0,0,0,0,1,225.1,1983,1985,1,2,90,1,0.1465,0.13651,17318,2364,16136,76881,4.44,4.85
MEX,0,0,0,0,1,225.1,1983,1985,1,2,91,1,0.15872,0.14705,14954,2199,13854,60745,4.06,4.54
MEX,0,0,0,0,1,225.1,1983,1985,1,2,92,1,0.17199,0.15837,12755,2020,11745,46890,3.68,4.24
MEX,0,0,0,0,1,225.1,1983,1985,1,2,93,1,0.19238,0.1755,10735,1884,9793,35145,3.27,3.94
MEX,0,0,0,0,1,225.1,1983,1985,1,2,94,1,0.21013,0.19015,8851,1683,8010,25352,2.86,3.67
MEX,0,0,0,0,1,225.1,1983,1985,1,2,95,99,0.41332,1,7168,7168,17343,17343,2.42,3.42
MEX,0,0,0,0,1,225.1,1983,1985,2,1,0,1,0.0553,0.05298,100000,5298,95809,6602375,66.02,66.12
MEX,0,0,0,0,1,225.1,1983,1985,2,1,1,4,0.00257,0.01021,94702,967,376290,6506566,68.71,68.8
MEX,0,0,0,0,1,225.1,1983,1985,2,1,5,5,0.00078,0.00387,93735,363,467700,6130276,65.4,65.46
MEX,0,0,0,0,1,225.1,1983,1985,2,1,10,5,0.00075,0.00376,93372,351,466040,5662576,60.65,60.7
MEX,0,0,0,0,1,225.1,1983,1985,2,1,15,5,0.00146,0.00728,93021,677,463610,5196536,55.86,55.92
MEX,0,0,0,0,1,225.1,1983,1985,2,1,20,5,0.00265,0.01317,92344,1216,458888,4732925,51.25,51.31
MEX,0,0,0,0,1,225.1,1983,1985,2,1,25,5,0.0036,0.01785,91128,1627,451690,4274037,46.9,46.96
MEX,0,0,0,0,1,225.1,1983,1985,2,1,30,5,0.00416,0.02059,89501,1843,442964,3822347,42.71,42.77
MEX,0,0,0,0,1,225.1,1983,1985,2,1,35,5,0.00469,0.02317,87658,2031,433310,3379382,38.55,38.62
MEX,0,0,0,0,1,225.1,1983,1985,2,1,40,5,0.00561,0.02769,85627,2371,422390,2946073,34.41,34.47
MEX,0,0,0,0,1,225.1,1983,1985,2,1,45,5,0.00727,0.03573,83256,2975,409148,2523683,30.31,30.38
MEX,0,0,0,0,1,225.1,1983,1985,2,1,50,5,0.00998,0.04872,80281,3911,392074,2114536,26.34,26.41
MEX,0,0,0,0,1,225.1,1983,1985,2,1,55,5,0.01411,0.06827,76370,5214,369412,1722462,22.55,22.63
MEX,0,0,0,0,1,225.1,1983,1985,2,1,60,5,0.02024,0.09653,71156,6869,339332,1353050,19.02,19.09
MEX,0,0,0,0,1,225.1,1983,1985,2,1,65,5,0.02916,0.13623,64287,8758,300313,1013719,15.77,15.86
MEX,0,0,0,0,1,225.1,1983,1985,2,1,70,5,0.04201,0.19053,55529,10580,251851,713406,12.85,12.95
MEX,0,0,0,0,1,225.1,1983,1985,2,1,75,5,0.06036,0.26254,44949,11801,195522,461555,10.27,10.39
MEX,0,0,0,0,1,225.1,1983,1985,2,1,80,5,0.0863,0.35414,33148,11739,136032,266032,8.03,8.19
MEX,0,0,0,0,1,225.1,1983,1985,2,1,85,5,0.12252,0.46429,21409,9940,81129,130001,6.07,6.33
MEX,0,0,0,0,1,225.1,1983,1985,2,1,90,5,0.17627,0.59813,11469,6860,38917,48872,4.26,4.75
MEX,0,0,0,0,1,225.1,1983,1985,2,1,95,99,0.46299,1,4609,4609,9955,9955,2.16,3.37
MEX,0,0,0,0,1,225.1,1983,1985,2,2,0,1,0.04499,0.04339,100000,4339,96443,7209992,72.1,72.21
MEX,0,0,0,0,1,225.1,1983,1985,2,2,1,4,0.00262,0.01042,95661,997,380000,7113549,74.36,74.48
MEX,0,0,0,0,1,225.1,1983,1985,2,2,5,5,0.00059,0.00295,94664,279,472534,6733550,71.13,71.21
MEX,0,0,0,0,1,225.1,1983,1985,2,2,10,5,0.00043,0.00217,94385,205,471426,6261016,66.33,66.41
MEX,0,0,0,0,1,225.1,1983,1985,2,2,15,5,0.00064,0.00322,94180,303,470198,5789590,61.47,61.55
MEX,0,0,0,0,1,225.1,1983,1985,2,2,20,5,0.00097,0.00485,93877,455,468312,5319392,56.66,56.74
MEX,0,0,0,0,1,225.1,1983,1985,2,2,25,5,0.00131,0.00654,93422,611,465644,4851080,51.93,52
MEX,0,0,0,0,1,225.1,1983,1985,2,2,30,5,0.00167,0.00834,92811,774,462192,4385435,47.25,47.33
MEX,0,0,0,0,1,225.1,1983,1985,2,2,35,5,0.00217,0.01078,92037,992,457809,3923243,42.63,42.7
MEX,0,0,0,0,1,225.1,1983,1985,2,2,40,5,0.00292,0.0145,91045,1320,452088,3465434,38.06,38.14
MEX,0,0,0,0,1,225.1,1983,1985,2,2,45,5,0.00413,0.02047,89725,1837,444286,3013346,33.58,33.66
MEX,0,0,0,0,1,225.1,1983,1985,2,2,50,5,0.00608,0.02995,87888,2632,433248,2569060,29.23,29.31
MEX,0,0,0,0,1,225.1,1983,1985,2,2,55,5,0.00912,0.04467,85256,3808,417322,2135812,25.05,25.14
MEX,0,0,0,0,1,225.1,1983,1985,2,2,60,5,0.01388,0.06722,81448,5475,394326,1718490,21.1,21.19
MEX,0,0,0,0,1,225.1,1983,1985,2,2,65,5,0.02122,0.10102,75973,7675,361660,1324163,17.43,17.52
MEX,0,0,0,0,1,225.1,1983,1985,2,2,70,5,0.03247,0.15062,68298,10287,316856,962504,14.09,14.2
MEX,0,0,0,0,1,225.1,1983,1985,2,2,75,5,0.04956,0.22116,58011,12830,258876,645647,11.13,11.25
MEX,0,0,0,0,1,225.1,1983,1985,2,2,80,5,0.07524,0.31697,45181,14321,190328,386771,8.56,8.72
MEX,0,0,0,0,1,225.1,1983,1985,2,2,85,5,0.11326,0.43882,30860,13542,119563,196444,6.37,6.6
MEX,0,0,0,0,1,225.1,1983,1985,2,2,90,5,0.17048,0.5861,17318,10150,59538,76881,4.44,4.85
MEX,0,0,0,0,1,225.1,1983,1985,2,2,95,99,0.41332,1,7168,7168,17343,17343,2.42,3.42